Tipo de convocatoria,Título,Órgano convocante,Localización,Importe,Procedimiento,Actividad,Enlace al detalle de la convocatoria,Enlace original
LICITACION,Contrato para la ejecución de Obras del “Proyecto de actuaciones de cauces para prevenir inundaciones en el río Guadalporcún en el T.M. de Torre Alháquime (Cádiz) y Arroyo de Los Molinos en Alcalá del Valle (Cádiz)”.,Presidencia de la Mancomunidad de Municipios de la Sierra de Cádiz,España - Cádiz,"82.644,63 euros",Abierto simplificado,45220000 Obras de ingeniería y trabajos de construcción.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Sp0gpYQ62VyP66GS%2BONYvQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968673/contrato-para-la-ejecucion-de-obras-del-proyecto-de-actuaciones-de-cauces-para-prevenir-inundaciones-en-el-rio-guadalporcun-en-el-t-m-de-torre-alhaquime-cadiz-y-arroyo-de-los-molinos-en-alcala-del-valle-cadiz
LICITACION,"Diseño, suministro e instalación de la Red de Miradores de la Comarca de las Vegas y la Alcarria de Madrid",Presidencia de la Asociación de Desarrollo Rural Comarca de las Vegas y Alcarria de Alcalá (ARACOVE),España - Madrid,"115.360,60 euros",Abierto simplificado,34928470 Señalización. 79822500 Servicios de diseño gráfico.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=3IKpoakDA5xPpzdqOdhuWg%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968676/diseno-suministro-e-instalacion-de-la-red-de-miradores-de-la-comarca-de-las-vegas-y-la-alcarria-de-madrid
LICITACION,"Servicio de Organización, producción y realización del Desfile Infantil de Invierno. Contrato financiado fondos procedentes Plan de Recuperación, Transformación y Resiliencia, financiado por Next Generation EU. Mediante tramitación anticipada del gasto",Junta de Gobierno del Ayuntamiento de Torrevieja,España - Alicante/Alacant,"49.975,69 euros",Abierto simplificado,18222100 Trajes y vestidos. 34223000 Remolques y semirremolques. 51313000 Servicios de instalación de equipo de sonido. 79954000 Servicios de organización de fiestas. 92331210 Servicios de animación para niños.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=zITyg8nPV0m5HQrHoP3G5A%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968681/servicio-de-organizacion-produccion-y-realizacion-del-desfile-infantil-de-invierno-contrato-financiado-fondos-procedentes-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-next-generation-eu-mediante-tramitacion-anticipada-del-gasto
LICITACION,Suministro de un vehículo electríco y suministro e instalación de un punto de carga.,Alcaldía del Ayuntamiento de San Vitero,España - Zamora,"48.353,79 euros",Abierto simplificado,31158100 Cargadores de baterías. 34144900 Vehículos eléctricos. 51110000 Servicios de instalación de equipo eléctrico.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=jLwmVyjEXnx9Zh%2FyRJgM8w%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968685/suministro-de-un-vehiculo-electrico-y-suministro-e-instalacion-de-un-punto-de-carga
LICITACION,Servicio de comida a domicilio en Cinco Casas,Alcaldía de la EATIM de Cinco Casas,España - Ciudad Real,"20.280,00 euros",Abierto simplificado,55321000 Servicios de preparación de comidas. 55521100 Servicios de entrega de comidas a domicilio.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=4KSVcS5%2FEXT5Rey58Yagpg%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15968688/servicio-de-comida-a-domicilio-en-cinco-casas
LICITACION,"Suministro, montaje, puesta marcha y legalización (solución llave en mano) y servicio de mantenimiento en garantía total de una instalación fotovoltaica de 109,08 kwp de autoconsumo sin excedentes en la cubierta del polideportivo Lubaki de Zumaia, en el marco del Plan de Recuperación, Transformación y Resiliencia - Financiado por la Unión Europea – NextGenerationEU (excepto mantenimiento)",DEBEGESA-Sociedad para el Desarrollo Económico de Debabarrena,ES212 - Gipuzkoa,"75.380,67 euros",Procedimiento de contratación abierto,09332000-5 - Instalación solar. 45261215-4 - Revestimiento de cubiertas con placas solares,https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/expjaso552639/es_doc/index.html?ruta=informacionAmpliadaAnuncios&busquedaAvanzada=,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14574/suministro-montaje-puesta-marcha-y-legalizacion-solucion-llave-en-mano-y-servicio-de-mantenimiento-en-garantia-total-de-una-instalacion-fotovoltaica-de-109-08-kwp-de-autoconsumo-sin-excedentes-en-la-cubierta-del-polideportivo-lubaki-de-zumaia-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-nextgenerationeu-excepto-mantenimiento
LICITACION,"Acuerdo Marco para la prestación de servicios de simulacro de incidentes de Ciberseguridad en el marco del Plan de Recuperación, Transformación y Resiliencia - Financiado por la Unión Europea – NextGenerationEU",SPRI-Agencia Vasca de Desarrollo Empresarial,ES211 - Araba/Álava. ES213 - Bizkaia. ES212 - Gipuzkoa,"3.500.000,00 euros",Procedimiento de contratación abierto,72200000-7 - Servicios de programación de software y de consultoría. 72810000-1 - Servicios de auditoría informática,https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/expjaso552540/es_doc/index.html?ruta=informacionAmpliadaAnuncios&busquedaAvanzada=,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14577/acuerdo-marco-para-la-prestacion-de-servicios-de-simulacro-de-incidentes-de-ciberseguridad-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-nextgenerationeu
LICITACION,"4ª, 5ª, 6ª y 7ª Fase de toma de datos, digitalización y mejora de las redes e instalaciones del saneamiento de Errenteria, en el marco del Plan de Recuperación, Transformación y Resiliencia - Financiado por la Unión Europea - NextGenerationEU",Ayuntamiento de Errenteria,ES212 - Gipuzkoa,"507.438,00 euros",Procedimiento de contratación abierto,90600000-3 - Servicios de saneamiento y limpieza en áreas urbanas o rurales y relacionados con ellos,https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/expjaso552493/es_doc/index.html?ruta=informacionAmpliadaAnuncios&busquedaAvanzada=,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14578/4-5-6-y-7-fase-de-toma-de-datos-digitalizacion-y-mejora-de-las-redes-e-instalaciones-del-saneamiento-de-errenteria-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-nextgenerationeu
LICITACION,"Suministro de diverso mobiliario, equipos informáticos, robots, simuladores y camas articuladas para el CIPF EASO LHII en el marco de la red estatal de centros de excelencia de formación profesional dentro del Plan de Recuperación, Transformación y Resiliencia - Financiado por la Unión Europea – NextGenerationEU",Gobierno Vasco,ES212 - Gipuzkoa,"359.307,38 euros",Procedimiento de contratación abierto,"30236000-2 - Equipo informático diverso. 30120000-6 - Fotocopiadoras, máquinas offset e impresoras. 32412120-1 - Red intranet. 33192120-9 - Camas de hospital. 38970000-5 - Investigación, ensayos y simuladores científico-técnicos. 39160000-1 - Mobiliario escolar. 42997300-4 - Robots industriales",https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/expjaso548758/es_doc/index.html?ruta=informacionAmpliadaAnuncios&busquedaAvanzada=,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14581/suministro-de-diverso-mobiliario-equipos-informaticos-robots-simuladores-y-camas-articuladas-para-el-cipf-easo-lhii-en-el-marco-de-la-red-estatal-de-centros-de-excelencia-de-formacion-profesional-dentro-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-nextgenerationeu
LICITACION,"Contrato administrativo mixto de obras y suministros definido en el ""Proyecto Básico y ejecutivo de reforma de la planta 3ª de la residencia Nuestra Señora de Ribera de La Pobla de Segur"". Actuación incluida dentro de la línea 1 de inversión para nuevos centros residenciales de atención diurna y remodelación de centros existentes, del PRTR – Next Generation EU",Ayuntamiento de La Pobla de Segur,Lleida,"621.889,54 euros",Procedimiento de contratación abierto simplificado,45262700 Trabajos de transformación de edificios. 45215212 Trabajos de construcción de residencias de ancianos. 39100000 Mobiliario. 45300000 Trabajos de instalación en edificios,https://contractaciopublica.cat/ca/detall-publicacio/300282391,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14610/contrato-admnistrativo-mixto-de-obras-y-suministros-definido-en-el-proyecto-basico-y-ejecutivo-de-reforma-de-la-planta-3-de-la-residencia-nuestra-senora-de-ribera-de-la-pobla-de-segur-actuacion-incluida-dentro-de-la-linea-1-de-inversion-para-nuevos-centros-residenciales-de-atencion-diurna-y-remodelacion-de-centros-existentes-del-prtr-next-generation-eu
LICITACION,AHC-2025-15 Rehabilitación eficiencia energética C-CLAR-FRANCOLI- bloque 6,Agencia de la Vivienda de Cataluña,ES514 - Tarragona,"661.219,74 euros",Procedimiento de contratación abierto simplificado,45000000-7 - Trabajos de construcción,https://contractaciopublica.cat/ca/detall-publicacio/300288986,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14611/ahc-2025-15-rehabilitacion-eficiencia-energetica-c-clar-francoli-bloque-6
LICITACION,AHC-2025-13 Rehabilitación eficiencia energética C.-Clar-S.Magí-Sta.Tecla b.2-b.4 Tarragona,Agencia de la Vivienda de Cataluña,ES514 - Tarragona,"922.725,09 euros",Procedimiento de contratación abierto,45000000-7 - Trabajos de construcción,https://contractaciopublica.cat/ca/detall-publicacio/300289034,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14612/ahc-2025-13-rehabilitacion-eficiencia-energetica-c-clar-s-magi-sta-tecla-b-2-b-4-tarragona
LICITACION,SU181000SA2024083 Suministro de un equipo 5G RedCap Testbed Box para la Escuela de Ingeniería de Telecomunicación y Aeroespacial de Castelldefels (EETAC),Universidad Politécnica de Cataluña,ES511 - Castelldefels,"93.679,00 euros",Procedimiento de contratación abierto simplificado abreviado,32424000-1 - Infraestructura de red. 48213000-4 - Paquetes de programas de mejora del sistema operativo,https://contractaciopublica.cat/ca/detall-publicacio/300278357,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14642/su181000sa2024083-suministro-de-un-equipo-5g-redcap-testbed-box-para-la-escuela-de-ingenieria-de-telecomunicacion-y-aeroespacial-de-castelldefels-eetac
LICITACION,Actuaciones de mejora de la eficiencia energética de los Parketxeas de los cuatro Parques Naturales de Álava,Diputación Foral de Álava,ES211 - Araba/Álava,"124.544,90 euros",Procedimiento de contratación abierto,"45261215-4 - Revestimiento de cubiertas con placas solares. 45315000-8 - Trabajos de instalación eléctrica de equipos de calefacción y otros equipos eléctricos para edificios. 45331000-6 - Trabajos de instalación de calefacción, ventilación y aire acondicionado",https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/expjaso557390/es_doc/index.html?ruta=informacionAmpliadaAnuncios&busquedaAvanzada=,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14655/actuaciones-de-mejora-de-la-eficiencia-energetica-de-los-parketxeas-de-los-cuatro-parques-naturales-de-alava
LICITACION,"Contratación del Servicio Evolutivo de la Aplicación GAITUZ en el marco del Plan de Recuperación, Transformación y Resiliencia - Financiado por la Unión Europea – NextGenerationEU","EJIE, S.A. - Sociedad Informática del Gobierno Vasco",ES211 - Araba/Álava,"487.544,00 euros",Procedimiento de contratación abierto,72232000-0 - Desarrollo de software de procesamiento de transacciones y software personalizado,https://www.contratacion.euskadi.eus/webkpe00-kpeperfi/es/contenidos/anuncio_contratacion/expjaso552551/es_doc/index.html?ruta=informacionAmpliadaAnuncios&busquedaAvanzada=,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14658/contratacion-del-servicio-evolutivo-de-la-aplicacion-gaituz-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-nextgenerationeu
LICITACION,"CONTRATO DEL SERVICIO DE ASISTENCIA TÉCNICA POR LA REALIZACIÓN DE TAREAS DE DINAMIZACIÓN ASOCIADAS A LA CREACIÓN DE UNA COMUNIDAD ENERGÉTICA, EN EL MARCO DEL PLAN DE RECUPERACIÓN, TRANSFORMACIÓN Y RESILIENCIA FINANCIADO POR LA UE CON LOS FONDOS NEXT02",Ayuntamiento de Lleida,ES513 - Lleida,"23.100,00 euros",Procedimiento de contratación abierto simplificado abreviado,71356200-0 - Servicios de asistencia técnica,https://contractaciopublica.cat/ca/detall-publicacio/300285905,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14660/contrato-del-servicio-de-asistencia-tecnica-por-la-realizacion-de-tareas-de-dinamizacion-asociadas-a-la-creacion-de-una-comunidad-energetica-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-ue-con-los-fondos-next02
LICITACION,"CONTRATO DE SERVICIO DE IMPLANTACIÓN DE SOLUCIONES TECNOLÓGICAS PARA LA CREACIÓN Y PUESTA EN MARCHA DE UN RETAIL LAB, EN EL MARCO DEL PRTR FINANCIADOS POR LA UE CON LOS FONDOS NEXT GENERATION EU (SER_OBE_2024_0110-NG",Ayuntamiento de Lleida,ES513 - Lleida,"27.000,00 euros",Procedimiento de contratación abierto simplificado,72222300-0 - Servicios de tecnologías de la información,https://contractaciopublica.cat/ca/detall-publicacio/300285526,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14694/contrato-de-servicio-de-implantacion-de-soluciones-tecnologicas-para-la-creacion-y-puesta-en-marcha-de-un-retail-lab-en-el-marco-del-prtr-financiados-por-la-ue-con-los-fondos-next-generation-eu-ser-obe-2024-0110-ng
LICITACION,"CONTRATO MIXTO DE SERVICIOS, SUMINISTRO Y OBRA: ADECUACIÓN AMBIENTAL Y RENATURALIZACIÓN DEL CAMINO XN 2000 CON EL APOYO DE LA FUNDACIÓN BIODIVERSIDAD, EN EL MARCO DEL PLAN DE RECUPERACIÓN, TRANSFORMACIÓN Y RESILIENCIA FINANCIADO POR LA UE CON EL UENO. SER_OBE_2024_0107-NGEU)",Ayuntamiento de Lleida,ES513 - Lleida,"101.464,05 euros",Procedimiento de contratación abierto simplificado,"77310000-6 - Servicios de plantación y mantenimiento de zonas verdes. 03121100-6 - Plantas vivas, bulbos, raíces, esquejes y injertos. 45112711-2 - Trabajos de paisajismo en parques",https://contractaciopublica.cat/ca/detall-publicacio/300287695,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/DRU/14695/contrato-mixto-de-servicios-suministro-y-obra-adecuacion-ambiental-y-renaturalizacion-del-camino-xn-2000-con-el-apoyo-de-la-fundacion-biodiversidad-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-ue-con-el-ueno-ser-obe-2024-0107-ngeu
AYUDA/SUBVENCION,"Programa 1 Proyectos innovadores de instalaciones agrivoltaicas con almacenamiento (ENERGÍAS RENOVABLES INNOVADORAS) en el marco del Plan de Recuperación, Transformación y Resiliencia, financiado por la Unión Europea-Next Generation EU",ESTADO - MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO - INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),ES - ESPAÑA,,,OTROS SERVICIOS,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/778726,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/778726/programa-1-proyectos-innovadores-de-instalaciones-agrivoltaicas-con-almacenamiento-energias-renovables-innovadoras-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-next-generation-eu
AYUDA/SUBVENCION,"Programa 2: Proyectos innovadores instalaciones fotovoltaicas flotantes en espacios artificiales con almacenamiento (EERR INNOVADORAS) en el marco del Plan de Recuperación, Transformación y Resiliencia, financiado por la Unión Europea-Next Generation EU",ESTADO - MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO - INSTITUTO PARA LA DIVERSIFICACIÓN Y AHORRO DE LA ENERGÍA (IDAE),ES - ESPAÑA,,,OTROS SERVICIOS,https://www.infosubvenciones.es/bdnstrans/GE/es/convocatorias/778733,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/BDNS/778733/programa-2-proyectos-innovadores-instalaciones-fotovoltaicas-flotantes-en-espacios-artificiales-con-almacenamiento-eerr-innovadoras-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-next-generation-eu
